date,equity,openValue,availableCash,openContracts,qqqAdjClose,qqqRsi,qqqIv,vixClose,vixMean,vixStd,vixThreshold
2012-02-15,20000,0,20000,0,55.502979,71.603283,0.283564,21.139999,23.710071,7.823131,39.356333
2012-02-16,20000,0,20000,0,56.26342,75.985457,0.283917,19.219999,23.694261,7.813841,39.321943
2012-02-17,20000,0,20000,0,56.086582,73.158113,0.283947,17.780001,23.673509,7.807936,39.28938
2012-02-21,20000,0,20000,0,56.245728,74.092396,0.283946,18.190001,23.654336,7.800967,39.25627
2012-02-22,20000,0,20000,0,55.989292,69.872144,0.281744,18.190001,23.635296,7.793994,39.223284
2012-02-23,20000,0,20000,0,56.360672,72.330221,0.281643,16.799999,23.611562,7.790822,39.193207
2012-02-24,20000,0,20000,0,56.555214,73.547724,0.281607,17.309999,23.589758,7.786113,39.161985
2012-02-27,20000,0,20000,0,56.634789,74.050687,0.281153,18.190001,23.571138,7.779096,39.12933
2012-02-28,20000,0,20000,0,57.209541,77.394073,0.281385,17.959999,23.551856,7.772635,39.097126
2012-02-29,20000,0,20000,0,56.953114,72.882259,0.280728,18.43,23.534315,7.765056,39.064427
2012-03-01,20000,0,20000,0,57.404064,75.578532,0.28081,17.26,23.512901,7.76041,39.03372
2012-03-02,20000,0,20000,0,57.359852,74.793346,0.279875,17.290001,23.491735,7.755652,39.003038
2012-03-05,20000,0,20000,0,56.767414,65.042249,0.280097,18.049999,23.473288,7.74893,38.971149
2012-03-06,20000,0,20000,0,56.210358,57.456926,0.279866,20.870001,23.464493,7.737265,38.939023
2012-03-07,20000,0,20000,0,56.643635,61.242927,0.279968,19.07,23.449697,7.728392,38.906481
2012-03-08,20000,0,20000,0,57.253738,65.851309,0.280098,17.950001,23.431242,7.721945,38.875132
2012-03-09,20000,0,20000,0,57.492477,67.480764,0.279444,17.110001,23.4101,7.717641,38.845382
2012-03-12,20000,0,20000,0,57.51902,67.665495,0.279363,15.64,23.3842,7.717773,38.819747
2012-03-13,20000,0,20000,0,58.588951,74.061877,0.280135,14.8,23.355681,7.72077,38.797221
2012-03-14,20000,0,20000,0,58.792309,75.071265,0.279571,15.31,23.32904,7.721826,38.772692
2012-03-15,20000,0,20000,0,58.960323,75.905537,0.277928,15.42,23.302937,7.722409,38.747756
2012-03-16,20000,0,20000,0,58.918671,75.233337,0.277753,14.47,23.273882,7.726282,38.726446
2012-03-19,20000,0,20000,0,59.334961,77.388556,0.277828,15.04,23.246885,7.727959,38.702804
2012-03-20,20000,0,20000,0,59.441265,77.917025,0.27696,15.58,23.22183,7.727719,38.677268
2012-03-21,20000,0,20000,0,59.450108,77.963162,0.276944,15.13,23.195472,7.728892,38.653256
2012-03-22,20000,0,20000,0,59.326096,75.5783,0.276905,15.57,23.170714,7.728517,38.627749
2012-03-23,20000,0,20000,0,59.290688,74.874048,0.276165,14.82,23.143689,7.730571,38.604831
2012-03-26,20000,0,20000,0,60.327007,80.57826,0.276877,14.26,23.115032,7.734527,38.584086
2012-03-27,20000,0,20000,0,60.415581,80.975794,0.276777,15.59,23.090836,7.733822,38.55848
2012-03-28,20000,0,20000,0,60.176407,76.426689,0.276627,15.47,23.06641,7.733423,38.533256
2012-03-29,20000,0,20000,0,59.946133,72.219963,0.276639,15.48,23.042172,7.732918,38.508009
2012-03-30,20000,0,20000,0,59.830982,70.140863,0.276656,15.5,23.018153,7.732279,38.48271
2012-04-02,20000,0,20000,0,60.450989,74.412221,0.276897,15.64,22.99473,7.731141,38.457012
2012-04-03,20000,0,20000,0,60.433289,74.086389,0.276857,15.66,22.971519,7.72988,38.431279
2012-04-04,20000,0,20000,0,59.60957,60.753951,0.277371,16.440001,22.950915,7.726353,38.403621
2012-04-05,20000,0,20000,0,59.981544,63.91223,0.277443,16.700001,22.931258,7.722117,38.375492
2012-04-09,20000,0,20000,0,59.529842,57.826602,0.277615,18.809999,22.918339,7.713418,38.345174
2012-04-10,20000,0,20000,0,58.573238,47.509327,0.278279,20.389999,22.910437,7.702615,38.315668
2012-04-11,20000,0,20000,0,58.856693,50.336862,0.278283,20.02,22.901433,7.692262,38.285958
2012-04-12,20000,0,20000,0,59.529842,56.350254,0.278429,17.200001,22.883727,7.686841,38.257408
2012-04-13,20000,0,20000,0,58.626381,47.957164,0.278934,19.549999,22.873406,7.677137,38.227679
2012-04-16,20000,0,20000,0,57.970955,42.958295,0.279284,19.549999,22.863148,7.667467,38.198081
2012-04-17,20000,0,20000,0,59.148972,52.534781,0.280248,18.459999,22.8496,7.65952,38.16864
2012-04-18,20000,0,20000,0,58.998413,51.348254,0.280119,18.639999,22.836687,7.65128,38.139247
2012-04-19,20000,0,20000,0,58.334099,46.371614,0.280411,18.360001,22.822997,7.643546,38.110089
2012-04-20,20000,0,20000,0,58.174667,45.238423,0.279215,17.440001,22.806585,7.637635,38.081856
2012-04-23,20000,0,20000,0,57.643238,41.590072,0.279316,18.969999,22.794924,7.628917,38.052757
2012-04-24,20000,0,20000,0,57.333229,39.584545,0.279393,18.1,22.780697,7.621697,38.024091
2012-04-25,20000,0,20000,0,58.856693,51.867881,0.281034,16.82,22.762689,7.617189,37.997067
2012-04-26,20000,0,20000,0,59.202122,54.1444,0.281006,16.24,22.743042,7.614094,37.97123
2012-04-27,20000,0,20000,0,59.556404,56.421014,0.281072,16.32,22.723754,7.610762,37.945278
2012-04-30,20000,0,20000,0,59.131252,53.019209,0.281219,17.15,22.707066,7.605443,37.917952
2012-05-01,20000,0,20000,0,59.228661,53.70788,0.281208,16.6,22.688836,7.601376,37.891588
2012-05-02,20000,0,20000,0,59.39698,54.937115,0.281148,16.879999,22.671548,7.596635,37.864817
2012-05-03,20000,0,20000,0,58.768093,49.634019,0.281459,17.559999,22.65638,7.590431,37.837241
2012-05-04,20000,0,20000,0,57.30666,39.976611,0.283056,19.16,22.646035,7.581546,37.809128
2012-05-07,20000,0,20000,0,57.359806,40.430536,0.283037,18.940001,22.635103,7.572998,37.781099
2012-05-08,20000,0,20000,0,57.147228,39.155036,0.283052,19.049999,22.624559,7.564319,37.753198
2012-05-09,20000,0,20000,0,56.970081,38.076999,0.282916,20.08,22.617097,7.554444,37.725985
2012-05-10,20000,0,20000,0,56.854939,37.357042,0.282781,18.83,22.606023,7.546138,37.6983
2012-05-11,20000,0,20000,0,56.846066,37.298516,0.282702,19.889999,22.598105,7.536525,37.671154
2012-05-14,20000,0,20000,0,56.314636,33.875373,0.28256,21.870001,22.595988,7.525633,37.647254
2012-05-15,20000,0,20000,0,56.128647,32.742774,0.281779,21.969999,22.594174,7.514762,37.623698
2012-05-16,20000,0,20000,0,55.747757,30.494208,0.281899,22.27,22.593237,7.503883,37.601004
2012-05-17,20000,0,20000,0,54.569744,24.817641,0.28294,24.49,22.598703,7.493724,37.58615
2012-05-18,20000,0,20000,0,53.86116,22.147034,0.283375,25.1,22.605891,7.484119,37.574129
2012-05-21,20000,0,20000,0,55.36692,37.530856,0.285111,22.01,22.604183,7.473426,37.551036
2012-05-22,20000,0,20000,0,55.304905,37.204781,0.284531,22.48,22.603829,7.462715,37.529258
2012-05-23,20000,0,20000,0,55.411213,38.196058,0.284426,22.33,22.603048,7.452061,37.507169
2012-05-24,20000,0,20000,0,55.048054,36.099598,0.28452,21.540001,22.600028,7.441653,37.483335
2012-05-25,20000,0,20000,0,54.9772,35.688028,0.284442,21.76,22.597649,7.43121,37.460068
2012-05-29,20000,0,20000,0,55.676914,42.642608,0.284769,21.030001,22.59322,7.421144,37.435509
2012-05-30,20000,0,20000,0,55.20747,39.552321,0.284339,24.139999,22.597577,7.41111,37.419797
2012-05-31,20000,0,20000,0,54.968327,38.039965,0.283123,24.059999,22.601685,7.40107,37.403825
2012-06-01,20000,0,20000,0,53.506886,30.391954,0.285006,26.66,22.613053,7.393788,37.40063
2012-06-04,20000,0,20000,0,53.914307,34.354379,0.284535,26.120001,22.622849,7.385752,37.394352
2012-06-05,20000,0,20000,0,54.135754,36.471196,0.284384,24.68,22.628579,7.376228,37.381036
2012-06-06,20000,0,20000,0,55.375763,46.813528,0.285622,22.16,22.627278,7.365989,37.359256
2012-06-07,20000,0,20000,0,55.154312,45.39229,0.285524,21.719999,22.624765,7.355906,37.336577
2012-06-08,20000,0,20000,0,55.68578,49.365369,0.285728,21.23,22.620912,7.346077,37.313065
2012-06-11,20000,0,20000,0,54.746914,43.363226,0.285861,23.559999,22.623499,7.336089,37.295677
2012-06-12,20000,0,20000,0,55.411213,48.165508,0.286195,22.09,22.622033,7.326031,37.274094
2012-06-13,20000,0,20000,0,55.030331,45.769244,0.285959,24.27,22.626548,7.316469,37.259486
2012-06-14,20000,0,20000,0,55.234055,47.280052,0.285001,21.68,22.623962,7.306607,37.237176
2012-06-15,20000,0,20000,0,55.920288,52.118906,0.285299,21.110001,22.619836,7.297046,37.213929
2012-06-18,20000,0,20000,0,56.444061,55.477827,0.285451,18.32,22.608152,7.290545,37.189241
2012-06-19,20000,0,20000,0,57.029976,58.947225,0.285634,18.379999,22.596694,7.283959,37.164611
2012-06-20,20000,0,20000,0,57.074379,59.206661,0.284564,17.24,22.582216,7.279411,37.141038
2012-06-21,20000,0,20000,0,55.653942,48.621254,0.286094,20.08,22.575472,7.270728,37.116927
2012-06-22,20000,0,20000,0,56.239887,52.401741,0.286151,18.110001,22.563468,7.264613,37.092693
2012-06-25,20000,0,20000,0,55.156807,45.706978,0.286339,20.379999,22.557614,7.255723,37.069059
2012-06-26,20000,0,20000,0,55.503033,47.994283,0.285828,19.719999,22.550027,7.247475,37.044978
2012-06-27,20000,0,20000,0,55.840385,50.195962,0.285394,19.450001,22.54176,7.23955,37.02086
2012-06-28,20000,0,20000,0,55.21896,46.306954,0.285704,19.709999,22.534229,7.231366,36.99696
2012-06-29,20000,0,20000,0,56.958984,56.475421,0.287648,17.08,22.519761,7.227204,36.97417
2012-07-02,20000,0,20000,0,57.127655,57.319219,0.287136,16.799999,22.50463,7.223606,36.951841
2012-07-03,20000,0,20000,0,57.60704,59.709956,0.287241,16.66,22.489208,7.220289,36.929786
2012-07-05,20000,0,20000,0,57.642548,59.889172,0.287221,17.5,22.476079,7.215298,36.906675
2012-07-06,20000,0,20000,0,56.923443,54.592835,0.287205,17.1,22.461968,7.21106,36.884088
2012-07-09,20000,0,20000,0,56.81694,53.833502,0.287194,17.98,22.450236,7.20524,36.860716
2012-07-10,20000,0,20000,0,56.257648,49.907707,0.286582,18.719999,22.440496,7.198327,36.83715
2012-07-11,20000,0,20000,0,55.946918,47.821177,0.286509,17.950001,22.428802,7.192575,36.813952
2012-07-12,20000,0,20000,0,55.423138,44.447847,0.286714,18.33,22.418156,7.18624,36.790636
2012-07-13,20000,0,20000,0,56.26651,50.502339,0.286891,16.74,22.403446,7.182718,36.768882
2012-07-16,20000,0,20000,0,56.106716,49.403683,0.286505,17.110001,22.389767,7.178453,36.746674
2012-07-17,20000,0,20000,0,56.399681,51.487428,0.286479,16.48,22.374536,7.175448,36.725431
2012-07-18,20000,0,20000,0,57.163158,56.513673,0.285674,16.16,22.35856,7.173119,36.704798
2012-07-19,20000,0,20000,0,57.79348,60.181624,0.2859,15.45,22.340846,7.172429,36.685705
2012-07-20,20000,0,20000,0,57.029976,54.216293,0.286277,16.27,22.32532,7.169804,36.664928
2012-07-23,20000,0,20000,0,56.337551,49.430926,0.286424,18.620001,22.315867,7.163075,36.642017
2012-07-24,20000,0,20000,0,55.893654,46.59177,0.28658,20.469999,22.31117,7.154538,36.620247
2012-07-25,20000,0,20000,0,55.520802,44.290638,0.286689,19.34,22.303629,7.146998,36.597625
2012-07-26,20000,0,20000,0,56.257648,49.589454,0.285337,17.530001,22.291544,7.141962,36.575469
2012-07-27,20000,0,20000,0,57.589283,57.463605,0.286666,16.700001,22.277424,7.138448,36.554321
2012-07-30,20000,0,20000,0,57.54491,57.143301,0.286634,18.030001,22.266725,7.132616,36.531957
2012-07-31,20000,0,20000,0,57.527138,57.00624,0.286569,18.93,22.258342,7.12559,36.509522
2012-08-01,20000,0,20000,0,57.358467,55.642207,0.284869,18.959999,22.250075,7.118548,36.487171
2012-08-02,20000,0,20000,0,57.154289,53.959066,0.284707,17.57,22.238375,7.113472,36.465319
2012-08-03,20000,0,20000,0,58.237343,60.742703,0.279582,15.64,22.22192,7.112212,36.446343
2012-08-06,20000,0,20000,0,58.681244,63.13986,0.279569,15.95,22.206318,7.110222,36.426763
2012-08-07,20000,0,20000,0,59.169506,65.626171,0.26923,15.99,22.190893,7.108122,36.407136
2012-08-08,20000,0,20000,0,59.142864,65.367079,0.263477,15.32,22.173886,7.107522,36.388931
2012-08-09,20000,0,20000,0,59.320431,66.321438,0.25841,15.28,22.156864,7.106981,36.370826
2012-08-10,20000,0,20000,0,59.355919,66.520008,0.253413,14.74,22.138596,7.107739,36.354074
2012-08-13,20000,0,20000,0,59.497986,67.349934,0.253242,13.7,22.117862,7.111293,36.340448
2012-08-14,20000,0,20000,0,59.524609,67.512458,0.252703,14.85,22.100049,7.111659,36.323368
2012-08-15,20000,0,20000,0,59.675529,68.470596,0.252458,14.63,22.081785,7.112536,36.306858
2012-08-16,20000,0,20000,0,60.385757,72.570409,0.252661,14.29,22.06278,7.114251,36.291282
2012-08-17,20000,0,20000,0,60.652069,73.938828,0.24501,13.45,22.041825,7.118259,36.278342
2012-08-20,20000,0,20000,0,60.740841,74.397344,0.24389,14.02,22.022354,7.12057,36.263493
2012-08-21,20000,0,20000,0,60.501194,70.777124,0.243955,15.02,22.005399,7.120265,36.245929
2012-08-22,20000,0,20000,0,60.749725,72.283423,0.239379,15.11,21.988744,7.119709,36.228163
2012-08-23,20000,0,20000,0,60.252575,65.059244,0.239503,15.96,21.974217,7.117261,36.208738
2012-08-24,20000,0,20000,0,60.625431,67.66904,0.23865,15.18,21.957885,7.116481,36.190847
2012-08-27,20000,0,20000,0,60.723099,68.336203,0.236945,16.35,21.944436,7.113226,36.170888
2012-08-28,20000,0,20000,0,60.723099,68.336203,0.234798,16.49,21.931388,7.109699,36.150785
2012-08-29,20000,0,20000,0,60.723099,68.336203,0.234702,17.059999,21.919761,7.105176,36.130113
2012-08-30,20000,0,20000,0,60.110519,58.826792,0.235074,17.83,21.910024,7.099497,36.109018
2012-08-31,20000,0,20000,0,60.510048,62.492754,0.234867,17.469999,21.899477,7.094342,36.08816
2012-09-04,20000,0,20000,0,60.447891,61.574217,0.232993,17.98,21.89019,7.088479,36.067148
2012-09-05,20000,0,20000,0,60.385757,60.615097,0.233004,17.74,21.880378,7.082951,36.046279
2012-09-06,20000,0,20000,0,61.726269,71.081138,0.232576,15.6,21.865566,7.081145,36.027856
2012-09-07,20000,0,20000,0,61.637486,69.758936,0.232498,14.38,21.847953,7.082104,36.012161
2012-09-10,20000,0,20000,0,60.84737,59.204352,0.231378,16.280001,21.834883,7.078909,35.992701
2012-09-11,20000,0,20000,0,60.749725,58.035714,0.230972,16.41,21.822178,7.075468,35.973114
2012-09-12,20000,0,20000,0,60.92725,59.597178,0.230509,15.8,21.808107,7.07317,35.954448
2012-09-13,20000,0,20000,0,61.752907,65.944189,0.23045,14.05,21.790023,7.074825,35.939673
2012-09-14,20000,0,20000,0,62.303318,69.395722,0.230053,14.51,21.773093,7.07529,35.923673
2012-09-17,20000,0,20000,0,62.329948,69.556487,0.229841,14.59,21.756427,7.075523,35.907472
2012-09-18,20000,0,20000,0,62.383228,69.897197,0.22984,14.18,21.738889,7.076704,35.892297
2012-09-19,20000,0,20000,0,62.498638,70.663093,0.229754,13.88,21.720739,7.078591,35.877922
2012-09-20,20000,0,20000,0,62.436481,69.635496,0.228688,14.07,21.703111,7.079944,35.862998
2012-09-21,20000,0,20000,0,62.454296,69.771179,0.224987,13.98,21.685356,7.081471,35.848298
2012-09-24,20000,0,20000,0,62.089279,63.509135,0.224851,14.15,21.668073,7.082526,35.833126
2012-09-25,20000,0,20000,0,61.216801,51.590286,0.225229,15.43,21.653799,7.08069,35.815179
2012-09-26,20000,0,20000,0,60.718208,46.248666,0.225208,16.809999,21.64274,7.07637,35.79548
2012-09-27,20000,0,20000,0,61.555088,54.722658,0.224924,14.84,21.627244,7.07574,35.778725
2012-09-28,20000,0,20000,0,61.047623,49.614808,0.224658,15.73,21.613841,7.073266,35.760374
2012-10-01,20000,0,20000,0,60.958576,48.754837,0.222288,16.32,21.601837,7.06972,35.741276
2012-10-02,20000,0,20000,0,61.136669,50.599096,0.219877,15.71,21.588507,7.067258,35.723023
2012-10-03,20000,0,20000,0,61.528358,54.479326,0.218759,15.43,21.574605,7.065321,35.705246
2012-10-04,20000,0,20000,0,61.742046,56.487315,0.216828,14.55,21.558784,7.065211,35.689206
2012-10-05,20000,0,20000,0,61.412636,52.632952,0.216146,14.33,21.542539,7.065565,35.67367
2012-10-08,20000,0,20000,0,60.851727,46.779679,0.216297,15.11,21.528117,7.064191,35.656499
2012-10-09,20000,0,20000,0,59.881332,38.750694,0.213572,16.370001,21.516577,7.060484,35.637545
2012-10-10,20000,0,20000,0,59.578625,36.63819,0.213564,16.290001,21.504911,7.056903,35.618718
2012-10-11,20000,0,20000,0,59.391682,35.356287,0.213553,15.59,21.491737,7.054548,35.600833
2012-10-12,20000,0,20000,0,59.364964,35.166906,0.213314,16.139999,21.479844,7.051202,35.582249
2012-10-15,20000,0,20000,0,59.801205,40.747518,0.212396,15.27,21.466075,7.04943,35.564936
2012-10-16,20000,0,20000,0,60.646999,49.774321,0.212104,15.22,21.452257,7.047737,35.54773
2012-10-17,20000,0,20000,0,60.611378,49.432754,0.21165,15.07,21.438168,7.04632,35.530807
2012-10-18,20000,0,20000,0,59.908039,43.138165,0.210777,15.03,21.424053,7.044961,35.513974
2012-10-19,20000,0,20000,0,58.47467,33.715727,0.212784,17.059999,21.414462,7.040171,35.494803
2012-10-22,20000,0,20000,0,58.777355,36.852445,0.212377,16.620001,21.403947,7.036013,35.475974
2012-10-23,20000,0,20000,0,58.216473,33.672589,0.211361,18.83,21.398315,7.029326,35.456966
2012-10-24,20000,0,20000,0,58.011711,32.567772,0.209993,18.33,21.391616,7.023094,35.437804
2012-10-25,20000,0,20000,0,58.011711,32.567772,0.209983,18.120001,21.384488,7.017085,35.418657
2012-10-26,20000,0,20000,0,58.180862,34.622886,0.207533,17.809999,21.376717,7.011418,35.399553
2012-10-31,20000,0,20000,0,57.82473,32.385022,0.20768,18.6,21.370694,7.004986,35.380667
2012-11-01,20000,0,20000,0,58.643818,41.715929,0.207264,16.690001,21.360563,7.000772,35.362107
2012-11-02,20000,0,20000,0,58.020611,37.478086,0.205156,17.59,21.352419,6.995387,35.343192
2012-11-05,20000,0,20000,0,58.403431,41.415174,0.205064,18.42,21.346099,6.989154,35.324407
2012-11-06,20000,0,20000,0,58.510273,42.503396,0.203661,17.58,21.338,6.983803,35.305606
2012-11-07,20000,0,20000,0,57.130306,33.776532,0.205644,19.08,21.333154,6.977073,35.287301
2012-11-08,20000,0,20000,0,56.231102,29.52283,0.206418,18.49,21.327066,6.970825,35.268716
2012-11-09,20000,0,20000,0,56.471493,31.988738,0.20604,18.610001,21.321261,6.96449,35.250241
2012-11-12,20000,0,20000,0,56.462582,31.944119,0.201392,16.68,21.311365,6.960346,35.232056
2012-11-13,20000,0,20000,0,56.070858,29.965445,0.201587,16.65,21.301447,6.956245,35.213937
2012-11-14,20000,0,20000,0,55.412041,26.942744,0.200923,17.92,21.294267,6.950587,35.195442
2012-11-15,20000,0,20000,0,55.225079,26.136989,0.200817,17.99,21.287267,6.94487,35.177008
2012-11-16,20000,0,20000,0,55.465466,29.074021,0.200459,16.41,21.276956,6.941133,35.159222
2012-11-19,20000,0,20000,0,56.783108,42.557108,0.20133,15.24,21.264219,6.939334,35.142888
2012-11-20,20000,0,20000,0,56.800903,42.715495,0.199209,15.08,21.2512,6.937816,35.126831
2012-11-21,20000,0,20000,0,56.916653,43.800931,0.198965,15.31,21.238718,6.935857,35.110432
2012-11-23,20000,0,20000,0,57.780235,51.226373,0.198262,15.14,21.225933,6.934192,35.094317
2012-11-26,20000,0,20000,0,58.029514,53.150632,0.198285,15.5,21.213954,6.931869,35.077692
2012-11-27,20000,0,20000,0,57.833664,51.433713,0.196306,15.92,21.202902,6.928838,35.060577
2012-11-28,20000,0,20000,0,58.332218,55.384634,0.196254,15.51,21.191042,6.926477,35.043996
2012-11-29,20000,0,20000,0,58.679424,57.950222,0.192207,15.06,21.178295,6.924903,35.028101
2012-11-30,20000,0,20000,0,58.58149,56.955341,0.192045,15.87,21.167282,6.921925,35.011132
2012-12-03,20000,0,20000,0,58.465771,55.737707,0.187249,16.639999,21.157909,6.917809,34.993526
2012-12-04,20000,0,20000,0,58.430134,55.345294,0.187104,17.120001,21.149566,6.913081,34.975727
2012-12-05,20000,0,20000,0,57.780235,48.622332,0.187594,16.459999,21.139897,6.909217,34.958332
2012-12-06,20000,0,20000,0,58.154156,52.218639,0.187317,16.58,21.130514,6.905189,34.940893
2012-12-07,20000,0,20000,0,57.806938,48.802529,0.187439,15.9,21.119774,6.902152,34.924079
2012-12-10,20000,0,20000,0,57.976093,50.501426,0.187459,16.049999,21.109385,6.898881,34.907147
2012-12-11,20000,0,20000,0,58.732849,57.324128,0.186853,15.57,21.098057,6.89636,34.890776
2012-12-12,20000,0,20000,0,58.608215,55.956159,0.18598,15.95,21.087551,6.893229,34.874009
2012-12-13,20000,0,20000,0,58.145264,51.080037,0.185713,16.559999,21.07833,6.889222,34.856774
2012-12-14,20000,0,20000,0,57.593269,45.939627,0.185584,17,21.070041,6.884659,34.839358
2012-12-17,20000,0,20000,0,58.358917,53.004184,0.185144,16.34,21.060446,6.880957,34.82236
2012-12-18,20000,0,20000,0,59.249222,59.613235,0.185899,15.57,21.049332,6.878412,34.806156
2012-12-19,20000,0,20000,0,58.991039,57.105228,0.18593,17.360001,21.041879,6.873447,34.788772
2012-12-20,20000,0,20000,0,58.991039,57.105228,0.185487,17.67,21.035081,6.868169,34.771419
2012-12-21,20000,0,20000,0,58.370621,51.112304,0.182808,17.84,21.028652,6.862739,34.75413
2012-12-24,20000,0,20000,0,58.254246,50.05125,0.181934,17.84,21.022249,6.85732,34.736889
2012-12-26,20000,0,20000,0,57.74395,45.58277,0.182048,19.48,21.019158,6.85078,34.720718
2012-12-27,20000,0,20000,0,57.654419,44.826606,0.181814,19.469999,21.01606,6.844263,34.704585
2012-12-28,20000,0,20000,0,57.099358,40.356834,0.182192,22.719999,21.019461,6.837839,34.695138
2012-12-31,20000,0,20000,0,58.307945,51.659534,0.183235,18.02,21.013486,6.832323,34.678131
2013-01-02,20000,0,20000,0,60.161133,63.181235,0.186723,14.68,21.000895,6.831354,34.663602
2013-01-03,20000,0,20000,0,59.847794,60.553248,0.186811,14.56,20.988115,6.830587,34.64929
2013-01-04,20000,0,20000,0,59.650829,58.89492,0.185578,13.83,20.973941,6.831238,34.636417
2013-01-07,20000,0,20000,0,59.668739,59.004861,0.18553,13.79,20.959743,6.83194,34.623623
2013-01-08,20000,0,20000,0,59.552341,57.92061,0.185334,13.62,20.945266,6.832965,34.611197
2013-01-09,20000,0,20000,0,59.776161,59.463128,0.18534,13.81,20.93122,6.83356,34.598341
2013-01-10,20000,0,20000,0,60.134266,61.871414,0.185391,13.49,20.916601,6.834794,34.586189
2013-01-11,20000,0,20000,0,60.21484,62.412505,0.185222,13.36,20.901784,6.83627,34.574325
2013-01-14,20000,0,20000,0,59.946266,59.38722,0.185315,13.52,20.887339,6.837367,34.562073
2013-01-15,20000,0,20000,0,59.650829,56.162255,0.185391,13.55,20.873008,6.838366,34.549741
2013-01-16,20000,0,20000,0,59.892536,58.163922,0.185369,13.42,20.85848,6.839605,34.53769
2013-01-17,20000,0,20000,0,60.179024,60.467985,0.185157,13.57,20.8443,6.840494,34.525288
2013-01-18,20000,0,20000,0,60.044743,58.832471,0.184562,12.46,20.828019,6.843816,34.515652
2013-01-22,20000,0,20000,0,60.143257,59.693803,0.18444,12.43,20.811744,6.847157,34.506058
2013-01-23,20000,0,20000,0,60.510288,62.815329,0.184546,12.46,20.79559,6.850373,34.496336
2013-01-24,20000,0,20000,0,59.677681,52.821578,0.185352,12.69,20.779942,6.853005,34.485952
2013-01-25,20000,0,20000,0,59.982063,55.602479,0.185413,12.89,20.76474,6.855141,34.475022
2013-01-28,20000,0,20000,0,60.116394,56.812359,0.184862,13.57,20.750904,6.855798,34.462499
2013-01-29,20000,0,20000,0,60.125328,56.896489,0.184802,13.31,20.736622,6.856956,34.450534
2013-01-30,20000,0,20000,0,60.000011,55.270081,0.184803,14.32,20.724329,6.856127,34.436583
