date,equity
2024-08-16,14529.240055144499
2024-08-19,14668.716104309719
2024-08-20,14668.716104309719
2024-08-21,14668.716104309719
2024-08-22,14668.716104309719
2024-08-23,14668.716104309719
2024-08-26,14668.716104309719
2024-08-27,14668.716104309719
2024-08-28,14668.716104309719
2024-08-29,14668.716104309719
2024-08-30,14668.716104309719
2024-09-03,14668.716104309719
2024-09-04,14659.728982899698
2024-09-05,14680.676442379932
2024-09-06,14484.659118742065
2024-09-09,14594.847641100976
2024-09-10,14659.336730354253
2024-09-11,14770.447610729441
2024-09-12,14818.913298507277
2024-09-13,14841.364682499667
2024-09-16,14847.886253431376
2024-09-17,14857.69886187512
2024-09-18,14850.425690112705
2024-09-19,14915.313007162398
2024-09-20,14916.952479504575
2024-09-23,14936.979073930772
2024-09-24,14946.822950863914
2024-09-25,14950.57711812612
2024-09-26,14957.795035085914
2024-09-27,14957.48380631107
2024-09-30,14963.985698532628
2024-10-01,14962.592295287015
2024-10-02,14964.487423823733
2024-10-03,14965.26542067386
2024-10-04,14965.544380339845
2024-10-07,14965.546230874306
2024-10-08,14965.546230874306
2024-10-09,14965.546230874306
2024-10-10,14965.546230874306
2024-10-11,14965.546230874306
2024-10-14,14965.546230874306
2024-10-15,14965.546230874306
2024-10-16,14965.546230874306
2024-10-17,14965.546230874306
2024-10-18,14965.546230874306
2024-10-21,14965.546230874306
2024-10-22,14965.546230874306
2024-10-23,14965.546230874306
2024-10-24,14965.546230874306
2024-10-25,14965.546230874306
2024-10-28,14965.546230874306
2024-10-29,14965.546230874306
2024-10-30,14965.546230874306
2024-10-31,14965.546230874306
2024-11-01,15036.377626699274
2024-11-04,15039.482058104702
2024-11-05,15106.895730392604
2024-11-06,15194.369298634781
2024-11-07,15220.483598019955
2024-11-08,15223.999230703195
2024-11-11,15233.332479724133
2024-11-12,15233.819479508971
2024-11-13,15237.349581746119
2024-11-14,15233.253138904854
2024-11-15,15191.22713039314
2024-11-18,15219.197266321724
2024-11-19,15231.741545233654
2024-11-20,15235.815545371679
2024-11-21,15241.242779470162
2024-11-22,15244.23604642359
2024-11-25,15248.676205631578
2024-11-26,15249.906206126001
2024-11-27,15249.725880398702
2024-11-29,15250.374954048359
2024-12-02,15250.38787203738
2024-12-03,15250.38787203738
2024-12-04,15250.38787203738
2024-12-05,15250.38787203738
2024-12-06,15250.38787203738
2024-12-09,15250.38787203738
2024-12-10,15250.38787203738
2024-12-11,15250.38787203738
2024-12-12,15250.38787203738
2024-12-13,15250.38787203738
2024-12-16,15250.38787203738
2024-12-17,15250.38787203738
2024-12-18,15250.38787203738
2024-12-19,15221.764624188627
2024-12-20,15287.061232444552
2024-12-23,15353.070687953219
2024-12-24,15413.25665172645
2024-12-26,15422.220146588681
2024-12-27,15364.818868287044
2024-12-30,15301.286504473976
2024-12-31,15246.491462484968
2025-01-02,15248.016626726427
2025-01-03,15364.94575364412
2025-01-06,15442.87685298395
2025-01-07,15355.731707013643
2025-01-08,15372.048885035003
2025-01-10,15261.771664479224
2025-01-13,15272.38394763188
2025-01-14,15277.120644164443
2025-01-15,15458.717612175951
2025-01-16,15442.635133770484
2025-01-17,15506.183866151821
2025-01-21,15515.458744819054
2025-01-22,15515.458744819054
2025-01-23,15515.458744819054
2025-01-24,15515.458744819054
2025-01-27,15515.458744819054
2025-01-28,15610.221537107669
2025-01-29,15606.378854894127
2025-01-30,15635.899025255298
2025-01-31,15635.289605098806
2025-02-03,15612.438420973103
2025-02-04,15694.840258064942
2025-02-05,15719.754269491812
2025-02-06,15743.513996922393
2025-02-07,15699.233504911284
2025-02-10,15769.16708914818
2025-02-11,15771.110067057649
2025-02-12,15778.519335034465
2025-02-13,15807.801633439938
2025-02-14,15815.680891172058
2025-02-18,15826.910994879165
2025-02-19,15828.727657166006
2025-02-20,15829.905048595807
2025-02-21,15816.027109217146
2025-02-24,15815.23597509082
2025-02-25,15791.89074858009
2025-02-26,15812.047339552362
2025-02-27,15620.253231301773
2025-02-28,15802.134264726932
2025-03-03,15541.026257907477
2025-03-04,15508.4628599598
2025-03-05,15656.03207478273
2025-03-06,15306.664756668299
2025-03-07,15401.508704095846
2025-03-10,14848.006420933922
2025-03-11,14795.14952785418
2025-03-12,14966.965707474927
2025-03-13,14688.22828639371
2025-03-14,15030.376472436677
2025-03-17,15152.215209643866
2025-03-18,14895.169738575061
2025-03-19,15096.799968486004
2025-03-20,15053.94987649337
2025-03-21,15109.973683268476
2025-03-24,15462.747384242124
2025-03-25,15561.516770724735
2025-03-26,15256.610911150674
2025-03-27,15168.534439093266
2025-03-28,14697.885383965817
2025-03-31,14696.823844254122
2025-04-01,14828.91369591772
2025-04-02,14960.049996071786
2025-04-03,13997.240751169707
2025-04-04,13076.240842749781
2025-04-07,13092.240827490992
2025-04-08,12862.999669550001
2025-04-09,14059.744945343511
2025-04-10,13513.23701973741
2025-04-11,13729.586374301789
2025-04-14,13836.264445033145
2025-04-15,13859.419003365952
2025-04-16,13463.021695992107
2025-04-17,13455.221109404589
2025-04-21,13152.984172048204
2025-04-22,13462.573566208357
2025-04-23,13747.319840553413
2025-04-24,14121.616776754374
2025-04-25,14279.963762502975
2025-04-28,14307.650764583503
2025-04-29,14411.600911591237
2025-04-30,14421.91670356976
2025-05-01,14601.50254902651
